,Unnamed: 0,name,img,ingredients,recipe,garnish,flavor,url,glass,content,rating,alcohol
882,288,Monkey Business,http://www.completecocktails.com/img/d/l/MonkeyBusiness.png,"[{'amount': '2-1/2', 'unit': 'oz', 'name': 'Coconut Rum (Don Q Coco)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Rum (Don Q)'}, {'amount': '3', 'unit': 'oz', 'name': 'Coconut Milk'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Anisette'}, {'amount': '3', 'unit': 'Star', 'name': 'Anise'}]","Shake coconut rum, white rum, coconut milk and anisette with ice in a cocktail shaker. Strain into a highball glass packed full of crushed ice. Garnish with star anise. ",['Star Anise'],,http://www.completecocktails.com/Drinks/MonkeyBusiness.aspx#.ZAYGfXZByUk,Highball Glass,,,
883,289,Monoloco Zombie,http://www.completecocktails.com/img/g/l/HurricaneGlass.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Dark Rum (Navy)'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Apricot Brandy'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Orange Curacao'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'tbsp', 'name': 'White Rum (Bacardi 151)'}]","Shake all ingredients, except the Bacardi 151, with ice in a cocktail shaker. Strain into a hurricane glass half-filled with crushed ice. Float the Bacardi 151 on top and garnish with pineapple wedges. ",['Pineapple'],,http://www.completecocktails.com/Drinks/MonolocoZombie.aspx#.ZAYGgnZByUk,Hurricane Glass,,,
885,291,Moonraker,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Blue Curacao'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}]","Stir white rum, blue curacao and pineapple juice with ice in a mixing glass. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/Moonraker.aspx#.ZAYGjHZByUk,Cocktail Glass,,,
886,292,Myrtle Bank Punch,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum (151-proof)'}, {'amount': '1', 'unit': 'oz', 'name': 'Maraschino Liqueur'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Grenadine'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '1', 'unit': 'cup', 'name': 'Ice - crushed'}]","Add all ingredients, except maraschino liqueur, to a blender. Blend on low speed until smooth. Pour into a chilled highball glass and float maraschino liqueur on top. ",,,http://www.completecocktails.com/Drinks/MyrtleBankPunch.aspx#.ZAYGkHZByUk,Highball Glass,,,
887,293,Navy Grog,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Guava Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Orgeat Syrup'}, {'amount': '1', 'unit': 'tbsp', 'name': 'Tamarind Syrup'}, {'amount': '1', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]",Add all ingredients to a blender and blend on low speed until slushy. Pour into a chilled highball glass. Garnish with a slice of lime and serve. ,['Lime'],,http://www.completecocktails.com/Drinks/NavyGrog.aspx#.ZAYGlHZByUk,Highball Glass,,,
888,294,New Orleans Buck,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Ginger Ale - to fill'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Shake rum, orange juice and lime juice with ice in a cocktail shaker. Strain into a Collins or highball glass full of ice. Fill with ginger ale and stir gently, then garnish with a slice of lime. ",['Lime'],,http://www.completecocktails.com/Drinks/NewOrleansBuck.aspx#.ZAYGmXZByUk,Collins Glass,,,
889,295,New Orleans Dandy,http://www.completecocktails.com/img/g/l/ChampagneGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Peach Brandy'}, {'amount': '1', 'unit': 'dash', 'name': 'Lime Juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Orange Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Champagne - to top'}]","Shake the rum, peach brandy, lime and orange juice with ice in a cocktail shaker. Strain into a chilled champagne flute and top with chilled champagne. ",,,http://www.completecocktails.com/Drinks/NewOrleansDandy.aspx#.ZAYGnXZByUk,Champagne Glass,,,
890,296,Nicarao Gimlet,http://www.completecocktails.com/img/d/l/NicaraoGimlet.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum (Flor de Cana)'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice - key lime'}, {'amount': '1', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'splash', 'name': 'Tonic Water'}, {'amount': 'null', 'unit': 'splash', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'slice', 'name': 'Lime'}]","Shake rum, lime juice and simple syrup with ice in a cocktail shaker. Strain into a chilled cocktail glass. Add a splash of tonic water and club soda, then float a lime slice on top. ",['Lime'],,http://www.completecocktails.com/Drinks/NicaraoGimlet.aspx#.ZAYGoXZByUk,Cocktail Glass,,,
891,297,Night Cap,http://www.completecocktails.com/img/g/l/CoffeeGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Milk - warm'}, {'amount': 'null', 'unit': 'null', 'name': 'Nutmeg'}]",Add rum and simple syrup to a warm coffee mug. Fill with warm milk and stir well. Top with freshly grated nutmeg and enjoy. ,['Nutmeg'],,http://www.completecocktails.com/Drinks/NightCap.aspx#.ZAYGpXZByUk,Coffee Mug,,,
892,298,Notting Hill,http://www.completecocktails.com/img/d/l/NottingHill.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum (Clement Premiere Canne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Campari'}, {'amount': '2', 'unit': 'dashes', 'name': 'Absinthe'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup (Clement Sirop de Canne)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange'}]",Shake all ingredients with ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with an orange twist. ,['Orange'],,http://www.completecocktails.com/Drinks/NottingHill.aspx#.ZAYGqXZByUk,Cocktail Glass,,,
893,299,Old Dutch 2,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2/3', 'unit': 'oz', 'name': 'Peach Liqueur'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Banana Liqueur'}, {'amount': '1/3', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'slice', 'name': 'Banana'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}, {'amount': 'null', 'unit': 'sprig', 'name': 'Mint'}]","Add rum, peach liqueur, banana liqueur, lime juice and ice to a blender and blend on low speed until smooth. Pour into a chilled cocktail glass. Garnish with a banana slice, maraschino cherry and fresh mint. ","['Banana', ' Maraschino Cherry', ' Mint']",,http://www.completecocktails.com/Drinks/OldDutch2.aspx#.ZAYGrnZByUk,Cocktail Glass,,,
894,300,Orange Daiquiri Shot,http://www.completecocktails.com/img/d/l/OrangeDaiquiriShot.png,"[{'amount': '1/2', 'unit': 'oz', 'name': 'Orange Liqueur (Gran Gala Triple Orange)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}]","Shake rum, orange liqueur and lime juice with ice in a cocktail shaker. Strain into a shot glass and serve. ",,,http://www.completecocktails.com/Drinks/OrangeDaiquiriShot.aspx#.ZAYGtHZByUk,Shot Glass,,,
895,301,Orange Punch,http://www.completecocktails.com/img/d/l/OrangePunch.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Grand Marnier'}, {'amount': '3/4', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]",Fill a highball glass with ice. Add all ingredients and stir. Garnish with a pineapple wedge and pineapple leaf. ,['Pineapple'],,http://www.completecocktails.com/Drinks/OrangePunch.aspx#.ZAYGuHZByUk,Highball Glass,,,
896,302,Pain Killer,http://www.completecocktails.com/img/g/l/HighballGlass.png,"[{'amount': '3', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'oz', 'name': 'Orange Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Cream'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Nutmeg'}, {'amount': 'null', 'unit': 'null', 'name': 'Cherry'}]","Shake rum, pineapple juice, orange juice and coconut cream with ice in a cocktail shaker. Strain into a highball glass packed full of ice. Garnish with a maraschino cherry and a pinch of freshly ground nutmeg. ",['Nutmeg'],,http://www.completecocktails.com/Drinks/PainKiller.aspx#.ZAYGvXZByUk,Highball Glass,,,
897,303,Palmetto Cocktail,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Dry Vermouth'}, {'amount': '3', 'unit': 'dashes', 'name': 'Angostura Bitters'}]","Stir dry vermouth, rum and bitters with ice in a mixing glass. Strain into a chilled cocktail glass and serve. ",,,http://www.completecocktails.com/Drinks/PalmettoCocktail.aspx#.ZAYGwnZByUk,Cocktail Glass,,,
898,304,PAMA Daiquiri,http://www.completecocktails.com/img/d/l/PAMADaiquiri.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Pomegranate Liqueur (PAMA)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Sweet and Sour Mix'}, {'amount': 'null', 'unit': 'null', 'name': 'Ice'}, {'amount': '1', 'unit': 'wedge', 'name': 'Lime'}]","Blend pomegranate liqueur, white rum, sweet and sour mix and ice until smooth. Pour into a chilled glass. Garnish with a lime wedge. ",['Lime'],,http://www.completecocktails.com/Drinks/PAMADaiquiri.aspx#.ZAYGxnZByUk,Hurricane Glass,,,
899,305,PAMA Mojito,http://www.completecocktails.com/img/d/l/PAMAMojito.png,"[{'amount': '1', 'unit': 'oz', 'name': 'Pomegranate Liqueur (PAMA)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '2', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': '12', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}]","Muddle simple syrup and mint in the bottom of a highball glass. Fill with ice, then add pomegranate liqueur, rum and lime juice, and stir gently. Top with club soda and garnish with a sprig of mint. ",['Mint'],,http://www.completecocktails.com/Drinks/PAMAMojito.aspx#.ZAYGy3ZByUk,Highball Glass,,,
900,306,Passionate Daiquiri,http://www.completecocktails.com/img/g/l/CocktailGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Passion Fruit Syrup'}]",Shake all ingredients well with ice in a cocktail shaker. Strain into a chilled cocktail glass and serve. ,,,http://www.completecocktails.com/Drinks/PassionateDaiquiri.aspx#.ZAYGz3ZByUk,Cocktail Glass,,,
901,307,Passionated Passion,http://www.completecocktails.com/img/g/l/HurricaneGlass.png,"[{'amount': '1-1/2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Passionfruit Liqueur'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange Juice - to fill'}, {'amount': 'null', 'unit': 'dash', 'name': 'Grenadine - to top'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}]","Fill a hurricane glass with ice. Add rum and passion fruit liqueur, then fill with orange juice. Stir gently, then add grenadine and garnish with an orange slice. ",['Orange'],,http://www.completecocktails.com/Drinks/PassionatedPassion.aspx#.ZAYG1HZByUk,Hurricane Glass,,,
902,308,Peach Daiquiri,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'tsp', 'name': 'Sugar'}, {'amount': '1/2', 'unit': 'null', 'name': 'Peach - peeled and diced'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]",Add all ingredients to a blender and blend on low speed until slushy. Pour into a chilled wine glass and serve. ,,,http://www.completecocktails.com/Drinks/PeachDaiquiri.aspx#.ZAYG2HZByUk,Wine Glass,,,
903,309,Peach Mojito,http://www.completecocktails.com/img/d/l/PeachMojito.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Peach Schnapps (DeKuyper Peachtree)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Simple Syrup'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '6', 'unit': 'leaves', 'name': 'Mint'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': '1', 'unit': 'wedge', 'name': 'Lime'}]","Muddle mint leaves and simple syrup in a highball glass. Fill with ice and add peach schnapps, white rum and lime juice and stir. Fill with club soda and garnish with a lime wedge and a sprig of mint. ",['Lime'],,http://www.completecocktails.com/Drinks/PeachMojito.aspx#.ZAYG3XZByUk,Highball Glass,,,
904,310,Peachy Keen,http://www.completecocktails.com/img/d/l/PeachyKeen.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'Peach Schnapps (Pucker)'}, {'amount': '1', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange Juice'}]",Add ice to a wine glass. Add all ingredients and stir. ,,,http://www.completecocktails.com/Drinks/PeachyKeen.aspx#.ZAYG5XZByUk,Wine Glass,,,
905,311,Peanutter Colada,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Hazelnut Liqueur'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Coconut Rum'}, {'amount': '1-1/2', 'unit': 'oz', 'name': 'Coconut Cream'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '4', 'unit': 'chunks', 'name': 'Pineapple'}, {'amount': 'null', 'unit': 'null', 'name': 'Peanut Butter - to coat pineapple'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}]","Add all ingredients, except 2 peanut butter-coated pineapple chunks, to a blender and blend on low speed until smooth. Pour into a chilled wine glass. Torch the last 2 pineapple chunks lightly, and use them for garnish. ",['Pineapple'],,http://www.completecocktails.com/Drinks/PeanutterColada.aspx#.ZAYG6XZByUk,Wine Glass,,,
906,312,Pina Colada,http://www.completecocktails.com/img/d/l/PinaColada.png,"[{'amount': '1', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Coconut Milk'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}]",Shake all ingredients lightly with ice in a cocktail shaker. Strain into a chilled hurricane glass. Garnish with a pineapple wedge. ,['Pineapple'],,http://www.completecocktails.com/Drinks/PinaColada.aspx#.ZAYG7nZByUk,Hurricane Glass,,,
907,313,Pina Colada for Friends,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '8', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '2', 'unit': 'oz', 'name': 'Dark Rum'}, {'amount': '5', 'unit': 'oz', 'name': 'Coconut Cream'}, {'amount': '10', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '2', 'unit': 'oz', 'name': 'Half and Half'}, {'amount': '2', 'unit': 'cups', 'name': 'Ice - crushed'}, {'amount': '4', 'unit': 'wedges', 'name': 'Pineapple'}]",Add all ingredients to a blender and blend on low speed until slushy. Pour into chilled Collins glasses. Garnish with pineapple wedges and serve. ,['Pineapple'],,http://www.completecocktails.com/Drinks/PinaColadaforFriends.aspx#.ZAYG8nZByUk,Collins Glass,,,
908,314,Pineapple Daiquiri,http://www.completecocktails.com/img/g/l/WineGlass.jpg,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Triple Sec'}, {'amount': '3', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Ice - crushed'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Blend rum, triple sec, pineapple juice, lime juice and ice in a blender on low speed until smooth. Pour into a chilled wine glass. Garnish with a pineapple wedge and serve. ",['Pineapple'],,http://www.completecocktails.com/Drinks/PineappleDaiquiri.aspx#.ZAYG93ZByUk,Wine Glass,,,
909,315,Pineapple Express,http://www.completecocktails.com/img/g/l/RocksGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '3/4', 'unit': 'oz', 'name': 'Agave Nectar'}, {'amount': '4', 'unit': 'chunks', 'name': 'Pineapple'}, {'amount': '2', 'unit': 'leaves', 'name': 'Basil'}, {'amount': '3', 'unit': 'dash', 'name': 'Bitters (Fee Brothers)'}, {'amount': 'null', 'unit': 'null', 'name': ""Ginger Beer (Fentiman's)""}]","Muddle pineapple, agave nectar, basil and lime juice in the bottom of a cocktail shaker. Add bitters, white rum and ice, and shake well. Strain into a rocks glass full of ice and top with Fentiman's ginger beer. Garnish with a basil leaf and a pineapple wedge. ","['Basil', ' Pineapple']",,http://www.completecocktails.com/Drinks/PineappleExpress.aspx#.ZAYG-3ZByUk,Rocks Glass,,,
910,316,Pineapple Fizz,http://www.completecocktails.com/img/g/l/CollinsGlass.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum'}, {'amount': '3', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '1', 'unit': 'tsp', 'name': 'Simple Syrup'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda - to fill'}]","Shake rum, pineapple juice and simple syrup with ice in a cocktail shaker. Strain into a Collins glass full of ice and fill with club soda. Stir gently and serve. ",,,http://www.completecocktails.com/Drinks/PineappleFizz.aspx#.ZAYHAHZByUk,Collins Glass,,,
911,317,Pineapple Smash,http://www.completecocktails.com/img/d/l/PineappleSmash.png,"[{'amount': '3/4', 'unit': 'oz', 'name': 'Spiced Rum (Cruzan)'}, {'amount': '3/4', 'unit': 'oz', 'name': 'White Rum (Cruzan)'}, {'amount': '1/2', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': '3', 'unit': 'wedges', 'name': 'Pineapple - grilled'}]",Muddle 2 pineapple wedges with lime juice in a cocktail shaker. Add both rums and ice and shake well. Strain into any glass full of ice and garnish with a grilled pineapple wedge. ,['Pineapple'],,http://www.completecocktails.com/Drinks/PineappleSmash.aspx#.ZAYHBHZByUk,Any Glass,,,
912,318,Pineapple Spiced Punch,http://www.completecocktails.com/img/d/l/PineappleSpicedPunch.png,"[{'amount': '2', 'unit': 'oz', 'name': 'White Rum (Flor de Cana)'}, {'amount': '2', 'unit': 'oz', 'name': 'Pineapple Juice'}, {'amount': '2', 'unit': 'cubes', 'name': 'Sugar'}, {'amount': '1', 'unit': 'oz', 'name': 'Lime Juice'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Sage'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Ginger'}, {'amount': 'null', 'unit': 'pinch', 'name': 'Lemon - zest'}, {'amount': 'null', 'unit': 'null', 'name': 'Club Soda'}, {'amount': 'null', 'unit': 'wedge', 'name': 'Pineapple'}]","Muddle sugar cubes, sage, ginger, lemon zest and lime juice in the bottom of a cocktail shaker. Add ice, rum and pineapple juice, and shake well. Strain into a highball glass full of ice and fill with club soda. Stir gently and garnish with a pineapple wedge. ",['Pineapple'],,http://www.completecocktails.com/Drinks/PineappleSpicedPunch.aspx#.ZAYHCHZByUk,Highball Glass,,,
